German,English
vergesst,forget
vergisst,forgets
verzeihen,forgive
verzeih,forgive
vergib,forgive
vergeben,forgive
verzeihung,forgiveness
vergebung,forgiveness
verzeiht,forgives
vergaß,forgot
bilden,form
glücklicher,fortunately
vorwärts,forward
gekämpft,fought
gestritten,fought
gefunden,found
fand,found
fanden,found
herausgefunden,found out
brunnen,Fountain
vier,four
frankreich,France
francis,francis
francisco,francisco
frank,frank
frankie,frankie
freak,freak
fred,fred
frei,free
freie,free
freier,free
freien,free
freiheit,freedom
französisch,French
franz,French
franzosen,French people
frisch,fresh
frische,fresh
freitag,Friday
kühlschrank,fridge
freund,friend
freundlich,friendly
befreundet,friendly
freunde,friends
freunden,friends
freundschaft,Friendship
erschreckt,frightened
ab,from
vom,from
davon,from that
daraus,from that
woher,from where
vorn,front
vorm,front
front,front
matt,frosted
fick,fuck
fuck,fuck
ficken,fuck
vögeln,fuck
gefickt,fucked
verdammter,fucking
verdammtes,fucking
erfüllen,fulfill
erfüllt,Fulfills
voll,full
volle,full
voller,full of
spaß,fun
funktionieren,function
beerdigung,funeral
lustig,funny
komisch,funny
witzig,funny
weitere,Further
wut,fury
zukunft,future
g,G
spiel,game
spiele,games
gangster,gangster
garage,garage
garten,garden
gary,gary
gas,gas
tor,gate
gab,gave
general,general
generation,generation
großzügig,generously
genie,genius
gentleman,gentleman
gentlemen,gentlemen
sachte,gently
sanft,gently
george,George
deutsche,German
deutschen,German
deutsch,German
german,German
deutschland,Germany
komme,get
hole,get
holt,get
kriegst,get
bekomme,get
bekommst,get
aussteigen,get out
loswerden,Get rid of
besorge,get you
bekommt,gets
kriegt,gets
geist,ghost
geister,ghosts
riesigen,giant
riesen,Giants
geschenk,gift
gabe,gift
gaben,gifts
geschenke,gifts
mädchen,girl
mädel,girl
girl,girl
freundin,girlfriend
freundinnen,girlfriends
mädels,girls
geben,give
gib,give
gebe,give
gibst,give
gebt,give
schenken,give
geb,give
gegeben,given
geschenkt,given
aufgegeben,given up
gibt,gives
froh,glad
gern,gladly
glas,Glass
brille,glasses
gloria,gloria
herrlich,gloriously
gehen,go
geh,go
gehe,go
go,go
hingehen,go forth
reingehen,go in
weitergehen,go on
rausgehen,go out
ausgehen,go out
durchgehen,go through
gott,God
gottes,god
götter,gods
geht,going
gehst,going
gold,gold
goldene,golden
guten,good
gutes,good
guter,goods
gordon,gordon
bekam,got
bekamen,got
gekriegt,got
kapiert,Got it
geheiratet,got married
muss,got to
muß,got to
regierung,government
gouverneur,governor
schnappen,grab
packt,grabs
gnade,grace
grace,grace
grade,grade
noten,grades
abschluss,graduation
großvater,grandfather
grandma,grandma
großmutter,grandmother
opa,Grandpa
grandpa,grandpa
enkel,grandson
grant,grant
oma,granny
gras,grass
dankbar,grateful
friedhof,graveyard
grey,gray
toll,Great
großartig,Great
großes,great
toller,great
tolles,great
tollen,great
großartige,great
großer,greater
größer,greater
größte,greatest
grünen,green
green,green
grüne,green
grün,green
grüße,greetings
greg,greg
aufgewachsen,grew up
ächzt,groans
boden,ground
gruppe,group
group,group
knurrt,growling
gewachsen,grown
erwachsen,grown up
wächst,grows
grüß,grüß
garantiert,guaranteed
wache,guard
wächter,Guardian
raten,guess
gast,guest
gäste,Guests
führung,guide
geführt,guided
schuldig,guilty
gewehr,gun
gus,gus
kerl,Guy
jungs,guys
kerle,guys
h,H
ha,Ha
hab,hab
hatten,had
hätten,had
hättest,had
hattest,had
gehabt,had
mussten,had
musste,had to
musstest,had to
haare,hair
haar,hair
frisur,hairstyle
hälfte,half
halb,half
halbe,half
halben,half
halbes,half
flur,Hall
heiligen,hallow
hammer,hammer
hand,hand
zurückgeben,hand back
handschellen,handcuffs
griff,Handle
hände,hands
händen,hands
hängen,hang
hängt,hangs
hank,hank
hanna,hanna
hannah,hannah
hans,Hans
passieren,happen
geschah,happened
passierte,happened
passiert,happens
geschieht,happens
glück,happiness
glücklich,happy
happy,happy
glückliche,happy
fröhlich,Happy
fröhliche,happy
hart,hard
harter,harder
harte,hardness
harold,harold
harris,harris
harry,harry
harvey,harvey
hat,Has
besitzt,has
wurde,has been
beeilt,hastens
luke,hatch
hasse,hate
hass,hate
gehasst,hated
hasst,hates
hätt,hätt
hau,hau
habe,have
hast,have
habt,have
besitzen,have
müssen,have to
mittagessen,Having lunch
gefahren,hazards
er,he
kopf,head
hauptquartier,headquarters
köpfe,heads
heilen,heal
geheilt,healed
gesundheit,health
gesund,healthy
haufen,heap
hör,hear
höre,hear
hörst,hear
hörte,heard
hörten,heard
hört,hears
herz,heart
herzen,heart
herzinfarkt,Heart attack
hitze,heat
himmels,heaven
schwer,heavy
heb,heb
höhe,height
hohe,height
hielt,held
gehalten,held
hielten,held
helen,helen
hubschrauber,helicopter
hölle,hell
hallo,Hello
helfen,help
hilfe,Help
hilft,help
hilf,help
helfe,help
hilfst,help
helft,help
geholfen,helped
half,helped
hilfreich,helpful
henry,henry
hier,here
her,here
hierher,here
hiermit,herewith
erbe,heritage
herman,herman
held,hero
helden,heroes
heroin,heroin
hey,hey
he,hey
hi,Hi
versteckt,hidden
verstecken,hide
verbergen,hide
versteck,hideout
hoch,high
high,high
hohen,high
highschool,high school
höher,higher
höchste,highest
hoheit,highness
hügel,hill
hill,hill
ihn,him
ihm,him
selber,himself
hinweise,hints
seine,his
seinen,his
seiner,his
seinem,his
seines,his
geschichte,history
traf,hit
triffst,hit
treffer,hit
hauen,hit
hitler,Hitler
hm,Hm
hmm,hmm
ho,ho
hogan,hogan
hol,hol
halten,hold
hältst,hold
festhalten,hold tight
loch,hole
holmes,holmes
holst,holst
heiliger,holy
holly,holly
hollywood,Hollywood
hause,home
heim,home
daheim,home
heimat,homeland
homer,homer
hausaufgaben,homework
ehrlich,honest
ehre,honor
haken,hook
nutte,hooker
hurra,Hooray
hoffe,hope
hoffnung,hope
gehofft,hoped
hoffte,hoped
hoffentlich,hopefully
hopp,hopp
grausam,horrible
pferd,horse
ross,Horse
reiten,horse riding
pferde,horses
krankenhaus,hospital
geisel,hostage
heiß,hot
geil,hot
hotel,hotel
stunde,hour
stunden,hours
haus,House
house,house
hauses,house
häuser,Houses
wie,how
wieviel,how much
wieso,how so
howard,howard
jedoch,however
heulen,howl
großen,huge
riesige,huge
riesig,huge
hä,huh
huh,huh
menschliche,human
menschlichen,human
menschlich,human
schwul,humid
humor,humor
hundert,hundred
hunderte,hundreds
hunger,hunger
hungrig,hungry
jagd,hunt
gejagt,hunted
jäger,Hunter
jagt,hunts
eilig,hurried
beeil,hurry
beeilen,hurry
eile,Hurry
beeilung,Hurry up
wehgetan,hurt
wehtun,hurt
ehemann,husband
hütte,hut
ich,I
i,i
genau,I agree
einverstanden,I Agree
scheißegal,I do not give a shit
eis,ice
island,Iceland
ahnung,idea
idee,idea
vorstellung,idea
ideen,ideas
ausweis,identification card
identifiziert,identified
identifizieren,identify
identität,identity
schwachsinn,idiocy
idiot,idiot
idioten,idiot
wenn,if
ob,if
falls,if
miss,ill
krank,ill
illegal,illegal
krankheit,illness
vorstellen,imagine
sofort,immediately
flehe,implore
bedeutung,importance
wichtig,important
wichtige,important
wichtiges,important
wichtigen,important
unmöglich,impossible
beeindruckt,impressed
eindruck,impression
beeindruckend,impressive
verbessern,improve
in,in
herein,in
hinein,in
jedenfalls,in any case
vor,in front
drin,in it
verliebt,in love
damit,in order to
trotz,in spite of
bezüglich,in terms of
im,in the
ins,in the
schließlich,in the end
abends,in the evening
mitten,in the middle
morgens,In the morning
darin,in this
pünktlich,in time
rechtzeitig,in time
angesichts,in view of
vorfall,incident
schließt,includes
steigt,increases
unglaublich,incredible
tatsächlich,indeed
allerdings,Indeed
indien,India
indianer,Indian
drinnen,indoors
baby,infant
krankenstation,infirmary
einfluss,influence
informationen,information
information,information
informiert,informed
genial,ingenious
verletzt,injured
inneren,inner
innere,inner
unschuld,innocence
unschuldig,innocent
unschuldige,innocent
unschuldigen,innocent
verrückt,insane
wahnsinnig,insane
innen,Inside
inspektor,inspector
inspector,inspector
stattdessen,instead
statt,instead of
anstatt,instead of
anweisungen,instructions
versicherung,insurance
intelligent,intelligent
absicht,intention
absichtlich,intentionally
interesse,interest
interessieren,interest
interessiert,Interested
interessant,Interesting
interessante,interesting
zwischenzeit,interim
internet,Internet
unterbrechen,interrupt
interview,interview
erfunden,invented
anlegen,invest
untersuchen,investigate
sucht,investigated
ermittlungen,investigations
einladung,invitation
einladen,invite
eingeladen,invited
rechnung,invoice
beteiligt,involved
verwickelt,involved
ist,is
is,is
befindet,is
dient,is
heißt,is called
nennt,is called
fehlt,is missing
schläft,is sleeping
arbeitet,is working
insel,island
iss,iss
es,it
daran,it
drauf,it
it,it
italien,Italy
artikel,items
jack,Jack
jacke,jacket
jackie,jackie
jackson,Jackson
jacob,jacob
gefängnis,jail
jake,jake
james,james
jamie,jamie
jane,jane
japan,Japan
jason,jason
jay,jay
eifersüchtig,jealous
jean,jean
jeannie,jeannie
jeff,jeff
jennifer,jennifer
jenny,jenny
jeremy,jeremy
trottel,jerk
penner,Jerk
jerry,jerry
jersey,jersey
jess,jess
jesse,jesse
jessica,jessica
jesus,Jesus
jude,Jew
schmuck,Jewellery
juden,Jewry
jill,jill
jim,jim
jim-bob,jim-bob
jimmy,Jimmy
jo,jo
arbeit,job
job,job
stelle,Job
beruf,job
jobs,jobs
joe,joe
joey,joey
john,John
john-boy,john-boy
johnson,johnson
johnny,johnny
witz,joke
scherz,joke
witze,joking
jonas,Jonah
jonathan,jonathan
jones,Jones
jordan,Jordan
joseph,joseph
josh,josh
fahrt,journey
freude,joy
juan,Juan
richter,judge
richten,judge
urteil,judgment
judy,judy
saft,juice
julia,julia
julian,Julian
julie,julie
juli,July
springt,jumps
juni,June
dschungel,jungle
junior,junior
kram,junk
nur,just
gerade,just
eben,just
bloß,just
knapp,just
ausgerechnet,just
gerecht,just
soeben,just
genauso,just like that
gerechtigkeit,justice
justin,justin
k,k
karen,karen
karl,karl
katherine,katherine
katie,katie
behalte,keep
weitermachen,keep going
hält,keeps
kelly,kelly
ken,ken
kent,kent
kenny,kenny
kevin,Kevin
schlüssel,key
entführt,kidnapped
entführung,kidnapping
kids,kids
töten,kill
umbringen,kill
toten,kill
töte,kill
umzubringen,kill
erledige,kill
getötet,killed
umgebracht,killed
tötete,killed
ums,killed
mörder,killer
killer,killer
tötet,killing
kilo,kilo
kilometer,kilometre
kim,kim
art,kind
nett,kind
gefälligst,kindly
könig,king
king,king
königs,King's
königreich,kingdom
kirk,kirk
küssen,kiss
kuss,kiss
küss,kiss
küsst,kissing
geküsst,kissing
küche,kitchen
klaus,Klaus
klink,klink
km,km
knie,knee
wusste,knew
wussten,knew
kannte,knew
wusstest,knew
kannten,knew
messer,knife
ritter,Knight
klopft,knocking
weißt,know
kennen,know
kenne,know
kennst,know
wisst,know
wüsste,know
gewusst,know
kennenzulernen,know
weisst,know
wüssten,know
know,know
wissen,knowledge
bekannt,known
gekannt,known
kennt,knows
kurt,kurt
kyle,kyle
lch,l
l,l
l.a.,L.A.
la,la
labor,laboratory
leiter,ladder
damen,Ladies
ladies,ladies
dame,lady
lady,lady
ladys,ladys
see,lake
lampe,lamp
lana,lana
lance,lance
landen,land
gelandet,landed
landet,lands
lane,lane
sprache,language
sprachen,languages
larry,larry
letzten,last
letzter,last
letztes,last
zuletzt,last
dauern,last
gedauert,lasted
dauert,lasts
spät,late
später,later
nachher,later
letzte,latest
lachen,laugh
lacht,laughs
gelächter,laughter
wäsche,Laundry
laura,laura
recht,Law
gesetz,law
gesetze,laws
anwalt,lawyer
anwältin,lawyer
anwälte,lawyers
legen,lay
hinlegen,lay down
schicht,layer
faul,lazy
pfund,lb
le,le
führe,lead
anführer,leader
führer,leader
wichtigste,leading
führt,leads
leck,leak
springen,leap
sprung,Leap
lernen,learn
lerne,learn
lernst,learn
gelernt,learned
lernte,learned
erfuhr,learned
lernt,learns
erfährt,learns
verlassen,leave
lasse,leave
hinterlassen,leave
überlassen,leave
verlasse,leave
lässt,leaves
lasst,leaves
verlässt,leaves
leb,leb
führte,led
lee,lee
links,Left
übrig,left
linken,left
verließ,left
linke,left
leg,leg
bein,leg
klage,legal action
lege,lege
sage,legend
legende,legend
beinen,legs
beine,legs
lemon,lemon
leihen,lend
leo,leo
leonard,leonard
weniger,Less
lektion,lesson
lass,let
laß,let
loslassen,let go
brief,letter
briefe,letters
ebene,level
lewis,lewis
lex,lex
lhr,LHR
lhrem,lhrem
lhrer,lhrer
liam,liam
lügner,liar
bibliothek,Library
liegen,lie
lüge,lie
gelogen,lied
belogen,lied to
angelogen,lied to
liegt,lies
lieutenant,lieutenant
leutnant,lieutenant
leben,Life
lebens,life
leicht,light
licht,light
leichte,light
leichter,lighter
blitz,lightning
lichter,lights
mag,like
gefallen,like
gefällt,like
magst,like
like,Like
sowas,like this
gefiel,liked
ebenfalls,Likewise
lily,lily
lincoln,lincoln
linda,linda
reihe,line
linie,line
verbindungen,links
löwen,lions
lippen,lips
lisa,lisa
liste,list
hören,Listen
anhören,listen to
zugehört,listened
bisschen,little
wenig,little
little,little
lebe,live
wohnen,live
lebst,live
wohne,live
lebend,live
wohnst,live
live,live
gelebt,lived
lebte,lived
lebten,lived
lebendig,lively
leber,liver
lebt,lives
wohnt,lives
wohnzimmer,living room
liz,liz
ll,ll
laden,load
last,load
geladen,loaded
brot,loaf
gemeinde,local community
orten,locate
lage,location
schloss,lock
verschlossen,locked
eingeschlossen,locked in
ausgeschlossen,locked out
eingesperrt,locked up
logan,logan
lois,lois
london,London
einsam,lonely
lange,Long
lang,long
langen,long
long,long
länger,longer
langer,longer
klo,loo
sieh,look
seht,look
freue,look
gucken,look
schaue,look
schaust,look
blicken,look
ansehen,look at
anschauen,look at
suchst,looking
freuen,looking forward
sieht,looks
aussieht,looks
schaut,looks
lord,lord
herrgott,lord god
verlierst,lose
abnehmen,lose weight
verlierer,loser
verliert,loses
verliere,losing
verlust,loss
verloren,lost
verpasst,lost
verlor,lost
viele,lots
lou,lou
laut,loud
lautes,loud
louis,louis
louise,louise
liege,lounger
liebe,love
lieben,love
liebst,love
love,love
geliebt,loved
liebte,loved
schöne,lovely
reizend,lovely
geliebte,Lover
liebhaber,Lover
liebt,loves
armer,low
nieder,low
armes,low
tiefer,lower
treu,loyal to
treue,loyalty
loyalität,loyalty
lucas,lucas
lucy,lucy
lust,lust
laute,Lute
lydia,Lydia
lügen,lying
lügt,lying
lügst,lying
liegst,lying
m,m
m.,m.
ma,ma
mac,mac
macgyver,macgyver
mach,mach
maschine,machine
maschinen,machinery
madam,madam
madame,madame
gemacht,made
geschafft,made
machte,made
machten,made
mademoiselle,mademoiselle
wahnsinn,madness
maggie,maggie
magie,magic
zauber,Magic
hauptsache,main thing
majestät,majesty
major,major
mache,make
fällen,make
macht,makes
ausmacht,makes
malcolm,malcolm
mann,man
mensch,man
mannes,man
schaffst,manage
leitung,management
manager,Manager
pflicht,mandatory
menschheit,mankind
manny,manny
karte,map
marcel,Marcel
marcus,marcus
margaret,margaret
maria,Maria
marie,marie
marine,marine
mark,mark
kenn,mark
markt,market
ehe,marriage
verheiratet,married
heiratet,married
heiraten,marry
heirate,marry
mars,Mars
marshall,marshall
martha,martha
martin,martin
marty,marty
mary,mary
maske,mask
mason,mason
meister,master
master,master
stoff,material
material,material
angelegenheit,matter
matthew,matthew
max,Max
darf,may
möge,may
mai,May
dürft,may
may,may
vielleicht,maybe
bürgermeister,mayor
mir,me
mich,me
me,me
meinen,mean
meinst,mean
bedeuten,mean
bedeutet,means
meint,means
gemeint,meant
inzwischen,meanwhile
media,media
medien,media
medizinische,medical
medizin,medicine
mittel,medium
tagen,meet
treffe,meet
wiedersehen,meet again
termin,meeting
meeting,meeting
verabredung,meeting
sitzung,meeting
trifft,meets
meg,meg
megan,megan
mitglied,member
mitglieder,members
erinnerungen,memories
erinnerung,memory
gedächtnis,memory
männer,Men
männern,men
herren,Men's
erwähnen,mention
erwähnt,mentioned
frohe,Merry
nachricht,message
getroffen,met
kennengelernt,met
begegnet,met
trafen,met
meter,meter
methode,method
mexiko,Mexico
mhm,mhm
mia,mia
miami,Miami
mäuse,mice
michael,Michael
michel,michel
michelle,michelle
mickey,mickey
mitternacht,midnight
dürfte,might
mike,mike
meilen,miles
miles,miles
militär,military
milch,milk
miller,miller
million,million
millionen,millions
mylord,milord
meiner,mine
meines,mine
meins,mine
mine,mine
pfarrer,minister
minister,minister
minute,minute
minuten,minutes
spiegel,mirror
vermisse,miss
vermissen,miss
verpassen,miss
vermisst,missing
gefehlt,missing
mission,mission
irrtum,mistake
versehen,Mistake
mister,mister
missverständnis,misunderstanding
mitchell,mitchell
mm,mm
stöhnen,moan
stöhnt,moans
handy,mobile
modell,model
molly,molly
mom,mom
moment,moment
augenblick,moment
mami,mommy
mommy,mommy
mona,mona
kloster,monastery
montag,Monday
geld,money
monica,monica
überwachen,monitor
monk,monk
affen,monkey
affe,monkey
monroe,monroe
monsieur,monsieur
monster,monster
monat,month
monate,months
monaten,months
stimmung,Mood
laune,mood
mond,moon
moral,moral
mehr,more
weiteren,more
desto,more
umso,more
größere,more
genauer,more accurate
schöner,more beautiful
wichtiger,more important
öfter,more often
schneller,more quickly
außerdem,Moreover
morgan,morgan
morris,morris
moskau,Moscow
meisten,most
meiste,most
schönste,most beautiful
meistens,mostly
motel,motel
mutter,mother
scheißkerl,motherfucker
mütter,mothers
motiv,motive
motorrad,motorcycle
haaren,moult
berg,mountain
berge,mountains
trauer,mourning
maus,mouse
mund,mouth
maul,mouth
bewegung,Move
rücken,move
bewegen,move
umziehen,move
verschieben,move
beweg,Move
ausziehen,move out
fährt,moves
film,Movie
kino,movie theater
filme,movies
herr,Mr
mr,mr
herrn,Mr
mr.,mr.
frau,Mrs
mrs,mrs
mrs.,mrs.
ms.,ms.
vieles,much
verarschen,muck around
fresse,mug
mulder,mulder
mum,mum
mama,mummy
mord,murder
mordes,murder
ermordet,murdered
morde,murders
murphy,murphy
museum,museum
musik,music
musst,must
mußt,must
meine,my
mein,my
meinem,my
my,my
rätsel,mystery
n,n
na,n / A
nackt,naked
heiße,name is
nannte,named
nannten,named
nämlich,namely
namen,names
nancy,nancy
nate,nate
nathan,nathan
nation,nation
natürlich,Naturally
natur,nature
ne,ne
nahe,Near
fast,nearly
beinahe,nearly
nötig,necessary
notwendig,necessary
hals,neck
ned,ned
brauchen,need
brauche,need
braucht,need
brauchst,need
müsst,need
benötigen,need
bräuchte,need
brauchte,needed
brauchten,needed
negativ,negative
verhandeln,negotiate
verhandlung,negotiation
nachbar,Neighbor
nähe,neighborhood
nachbarschaft,neighborhood
nachbarn,neighbours
neil,neil
weder,neither
nelson,nelson
nem,nEM
nen,nen
ner,ner
nervös,nervous
netz,network
nie,never
trotzdem,Nevertheless
neue,new
neuen,new
new,new
neues,new
neu,New
neuer,new
nachrichten,news
neuigkeiten,news
zeitung,newspaper
zeitungen,newspapers
nächste,next
nächsten,next
nächstes,next
neben,Next
nächster,Next
nebenan,next door
netten,nice
netter,nice
nettes,nice
nette,nice
nick,nick
nicole,nicole
nichte,niece
nigger,nigger
nacht,night
albtraum,nightmare
nächte,nights
nina,nina
neun,nine
nein,No
keine,no
kein,no
keinen,no
keins,no
keinerlei,no
no,no
egal,no matter
niemandem,no one
niemals,No way
nr.,No.
noah,Noah
niemand,nobody
geräusch,noise
lärm,noise
keiner,none
unsinn,nonsense
quatsch,nonsense
blödsinn,nonsense
mittag,noon
nee,nope
nö,nope
nora,nora
normal,normal
normaler,normal
normalen,normal
normales,normal
normale,normal
norman,norman
norden,north
nase,nose
nicht,Not
lhren,NOT CONNECT
falsch,not correct
unhöflich,not polite
hinweis,Note
zettel,note
merkt,noted
nichts,Nothing
nix,nothing
merken,notice
bemerkt,noticed
aufgefallen,noticed
gemerkt,noticed
roman,novel
jetzt,now
nun,now
nirgendwo,nowhere
nirgends,nowhere
nirgendwohin,nowhere
nummer,number
zahl,number
zahlen,numbers
krankenschwester,Nurse
o,O
einspruch,objection
beobachten,observe
beobachtet,observed
besessen,obsessed
kriegen,Obtain
offensichtlich,obviously
anlass,occasion
besetzt,occupied
auftreten,occur
tritt,occurs
auftritt,occurs
oktober,October
geruch,odor
von,of
des,of
of,of
selbstverständlich,Of course
der,of the
ihrer,of their
beleidigt,offended
täter,offender
angebot,offer
biete,offer
bieten,Offer
angeboten,offered
büro,office
amt,office
officer,officer
offizier,officer
offiziell,officially
oft,often
oh,Oh
ach,Oh
oje,oh dear
öl,oil
okay,OK
ok,OK
alte,old
alt,old
alten,old
altes,old one
älter,older
oliver,oliver
olivia,olivia
auf,on
an,on
fort,on
on,on
unterwegs,on road
dagegen,on the other hand
online,on-line
einmal,once
einst,once
nochmal,once again
einen,one
einem,one
einer,one
eines,one
eins,one
one,one
einzig,only
lediglich,only
einziger,only
aufs,onto
offen,open
geöffnet,open
aufmachen,open
öffne,open
eröffnen,open
öffnet,opens
op,operating room
meinung,opinion
gegner,opponent
chancen,opportunities
gelegenheit,opportunity
gegenteil,opposite
entgegen,opposite
möglichkeiten,options
oder,or
ordnung,order
bestellt,ordered
ordentlich,orderly
organisation,organization
original,original
oscar,oscar
anderen,other
andere,other
anderes,other
anderem,others
sonst,otherwise
ansonsten,otherwise
otto,otto
aua,ouch
unsere,our
unser,our
unserer,our
unseren,our
unserem,our
unseres,our
aus,out
raus,Out
heraus,out
hinaus,out
herauszufinden,out
out,out
draus,out of it
ausgeben,output
draußen,outside
außerhalb,outside
außen,Outside
hervorragend,outstanding
ofen,oven
rüber,over
übers,over
over,over
drüben,over there
gesamten,overall
übersehen,overlook
schulden,owe
schuldest,owe
schulde,owe
owen,owen
eigenen,own
eigene,own
eigener,own
eigenes,own
besitzer,owner
sauerstoff,oxygen
pa,pa
packen,pack
pack,pack
paket,package
seite,page
seiten,pages
bezahlt,paid
paige,paige
schmerzen,pain
schmerz,pain
gemälde,painting
paar,pair
palast,palace
palmer,palmer
panik,panic
keucht,pants
hosen,pants
papier,paper
papiere,papers
paradies,paradise
eltern,parents
paris,Paris
park,park
parker,parker
parkplatz,parking spot
teil,part
mitmachen,participate
partner,partner
teile,parts
party,party
reichen,pass
passe,passe
bestanden,passed
leitet,passes
leidenschaft,Passion
pass,passport
vorbei,past
vergangenheit,past
weg,path
geduld,patience
patienten,patient
patient,patient
patientin,patientin
patrick,patrick
paul,paul
paula,paula
bezahlen,pay
zahle,pay
bezahle,pay
zahlt,pays
frieden,peace
friedlich,peaceful
eigenartig,peculiarly
guck,peep
guckt,peeps
peg,peg
peggy,peggy
stift,pen
penis,penis
penny,penny
leute,People
menschen,People
leuten,people
volk,people
personen,people
pro,Per
prozent,percent
perfekt,Perfect
perfekte,perfect
eventuell,perhaps
bleib,permanent
erlaubnis,permission
person,person
persönliche,personal
persönlichen,personal
persönliches,personal
persönlich,personally
kräfte,personnel
überreden,persuade
pete,pete
peter,Peter
benzin,petrol
phase,phase
phil,phil
philip,philip
phoebe,phoebe
telefon,phone
telefoniert,phone
telefonnummer,phone number
foto,photo
fotos,photos
bilder,photos
klavier,piano
abholen,pick up
abgeholt,picked up
bild,picture
stück,piece
stücke,pieces
pierre,pierre
schwein,pig
schweine,pigs
kissen,pillow
pillen,pills
pilot,pilot
rosa,pink
piper,piper
pistole,pistol
mitleid,pity
pizza,Pizza
ort,place
platz,place
find,place
gelegt,placed
orte,places
plätze,places
plan,plan
flugzeug,plane
planeten,planet
planet,planet
geplant,planned
pläne,plans
werk,plant
pflanzen,plants
teller,Plate
spielen,play
spielst,play
gespielt,played
spielte,played
spieler,player
spielt,plays
besorg,Please bang
freut,pleased
erfreut,pleased
gefreut,pleased
vergnügen,pleasure
steck,plug
steckt,plugged
gesteckt,plugged
plus,plus
punkt,Point
punkte,Points
poirot,poirot
gift,poison
vergiftet,poisoned
polizei,police
polizist,police officer
polizisten,police officers
höflich,polite
partei,Political party
politik,politics
pool,pool
arme,poor
arm,poor
armen,poor
auftauchen,Pop up
papst,pope
beliebt,popular
hafen,port
gestellt,posed
position,position
stellung,position
positiv,positive
besitz,possession
möglichkeit,possibility
möglich,possible
mögliche,possible
womöglich,possibly
möglicherweise,possibly
posten,Post
post,post Office
möglichen,potential
zack,pow
leistung,power
mächtig,powerful
praktisch,practically
praxis,practice
beten,pray
bete,pray
schwanger,pregnant
bereiten,prepare
vorbereitet,prepared
bereitet,prepares
gegenwart,presence
anwesenheit,presence
stellte,presented
vorgestellt,presented
präsentiert,presents
präsident,president
president,president
präsidenten,president
presse,Press
vermutlich,presumably
hübscher,prettier
hübsch,pretty
hübsche,pretty
hübschen,pretty
hübsches,pretty
herrscht,prevails
verhindern,prevent
beute,prey
preis,price
priester,priest
prinz,prince
prinzen,prince
prinzessin,princess
druck,print
gefangene,prisoner
privat,Private
private,private
wahrscheinlich,probably
problem,problem
probleme,problems
