German,English
verfahren,process
prozess,process
profi,professional
professor,professor
gewinn,profit
programm,program
fortschritte,progress
projekt,Project
vorhaben,project
verspreche,promise
versprechen,promise
versprich,promise
versprochen,promised
versprach,promised
beweis,proof
beweise,proofs
grundstück,Property
eigentum,property
anteil,proportion of
staatsanwalt,prosecuting attorney
schützen,protect
beschützt,protected
schutz,protection
protokoll,protocol
stolz,proud
beweist,proves
gesorgt,provided
stellt,provides
sorgt,provides
bietet,provides
psychiater,psychiatrist
öffentlich,public
öffentlichkeit,Publicity
kotzen,puke
ziehen,pull
ziehe,pull
ziehst,pull
zieh,pulling
puls,Pulse
bestrafen,punish
strafe,punishment
kauf,purchase
reine,pure
rein,purely
zweck,purpose
schieben,push
gestoßen,pushed
stellen,put
setzen,put
stecke,put
legte,put
steckte,put
setze,put
setzt,puts
legt,puts
gute,quality
güte,quality
viertel,quarter
königin,queen
queen,queen
frage,question
frag,question
ruhe,Quiet
still,quiet
ruhige,quiet
leiser,quieter
leise,quietly
quinn,quinn
ziemlich,quite
r,r
rasse,race
rachel,rachel
radio,radio
überfallen,raid
überfall,raid
bahnhof,railway station
regen,rain
regnet,raining
erheben,raise
wirft,raises
ralph,ralph
ran,ran
lief,ran
gelaufen,ran
randy,randy
vergewaltigt,raped
selten,Rare
ratte,rat
rate,rate
sondern,rather
eher,rather
ratten,rats
knarre,rattle
rausholen,rausholen
ray,ray
raymond,raymond
re,re
gelangen,reach
erreicht,reached
reagieren,react
reaktion,reaction
lesen,read
gelesen,read
liest,read
las,read
lies,read
lese,reading
lautet,reads
bereit,ready
echt,real
echte,real
wahre,real
echter,real
richtiger,real
real,real
echtes,real
richtiges,real
echten,real
realität,reality
wirklichkeit,reality
wirklich,really
grund,reason
ursache,reason
vernunft,reason
vernünftig,reasonable
grunde,reasons
gründe,reasons
rebecca,rebecca
erinnern,recall
erhalten,receive
empfangen,receive
erhielt,received
kürzlich,recently
neulich,recently
kurzem,recently
empfang,reception
rezept,recipe
erkenne,recognize
erkennst,recognize
erkannt,recognized
erkennt,recognizes
aufnehmen,"record, tape"
aufgenommen,recorded
aufnahmen,Recordings
aufzeichnungen,records
bergen,recover
red,red
rot,red
rote,Red
roten,redden
reg,reg
melde,register
regeln,regulate
proben,rehearse
verstärkung,reinforcement
beziehung,relationship
verhältnis,relationship
beziehungen,Relationships
entspannen,relax
locker,relaxed
entspannt,relaxed
entspann,relaxing
staffel,relay
religion,religion
ungern,reluctantly
schweigen,remain silent
blieb,remained
geblieben,remained
bleibt,remains
heilmittel,remedy
erinnere,remember
erinnerst,remember
erinnert,remind
fern,remote
entfernen,remove
abgenommen,removed
miete,rental fee
reparieren,repair
repariert,repaired
wiederhole,repeat
ersetzen,replace
antworten,reply
melden,Report
bericht,report
gemeldet,reported
reporter,reporter
berichte,reports
meldet,reports
vertreten,represent
gewünscht,required
verlangt,requires
retten,rescue
rettung,rescue
widerstand,resistance
respekt,respect
respektieren,respect
achten,"respect, think highly of"
reagiert,responds
verantwortung,responsibility
verantwortlich,responsible
zuständig,responsible
rest,rest
ruhen,rest
restaurant,restaurant
ergebnis,Result
ergibt,results
ergebnisse,Results
rückkehr,return
zurückgehen,return
zurückbringen,return
zurückgekommen,returned
zurückkommt,returns
kehrt,returns
rächen,revenge
rache,revenge
reverend,reverend
revolution,revolution
belohnung,reward
reich,rich
reiche,rich
richard,Richard
rick,rick
ricky,ricky
fahre,ride
lächerlich,ridiculous
stimmt,Right
richtigen,right
rechts,right
rechte,right
rechten,right
richtige,right one
riley,riley
ring,ring
klingeln,ring
klingelt,rings
reißt,rips
risiko,risk
riskant,risky
rita,rita
straße,road
road,road
straßen,roads
robert,Robert
robin,robin
roboter,robot
felsen,rock
rakete,rocket
roger,roger
rolle,role
kugeln,roll
rollen,roll
romantisch,romantic
rom,Rome
ron,ron
ronnie,ronnie
zimmer,room
raum,room
seil,rope
leine,rope
rory,rory
rose,rose
rosen,roses
drehen,rotate
dreht,rotates
runde,round
rund,round
strecke,route
roy,roy
müll,rubbish
ruh,ruh
ruinieren,ruin
ruiniert,ruined
regel,rule
rum,rum
gerüchte,rumors
lauf,run
rennen,run
verlaufen,run
laufe,run
weglaufen,run away
weggelaufen,Run away
läuft,running
lauft,running
rennt,runs
russell,russell
russland,Russia
russen,russians
ruth,Ruth
ryan,ryan
s,s
s.,s.
traurig,Sad
traurige,sad
safe,safe
schütze,Sagittarius
sagte,said
sagten,said
meinte,said
heilige,saint
willen,sake
salat,salad
gehalt,salary
verkauf,sale
salz,salt
heil,Salvation
sally,sally
sam,sam
samantha,samantha
gleiche,same
sammy,sammy
probe,sample
san,san
sand,sand
sandwich,sandwich
sandy,sandy
santa,santa
weihnachtsmann,Santa Claus
sara,sara
sarah,sarah
saß,sat
setzte,sat
gesessen,sat
zufrieden,satisfied
samstag,Saturday
bewahren,save
rettet,save
rette,save
sparen,save up
gerettet,saved
sah,saw
sahen,saw
sagen,say
sag,say
sagst,say
spruch,saying
verabschieden,saying goodbye
sagt,says
betrug,scam
erschrecken,scare
szene,scene
schnaps,schnapps
schule,school
school,school
schultz,schultz
wissenschaft,science
wissenschaftler,scientist
scott,scott
schreien,scream
schrei,Scream
schreit,screams
vermasselt,screwed up
drehbuch,script
scully,scully
sdh,sdh
meer,sea
sean,sean
suchen,search
suche,search
such,search
durchsuchen,search
gesucht,searched
durchsucht,searched
sitz,Seat
sitzt,seated
sitze,seats
sebastian,sebastian
sekunde,second
zweite,second
zweiten,second
zweites,second
zweiter,second
gebraucht,second hand
zweitens,Secondly
sekunden,seconds
geheimnis,secret
geheime,secret
geheimen,secret
geheim,secret
sekretärin,secretary
heimlich,secretly
geheimnisse,secrets
sicherer,secure
sicheren,secure
gesichert,secured
sicherheit,security
sehen,see
siehst,see
sehe,see
wiederzusehen,see again
scheinst,seem
scheinen,seem to be
scheinbar,seemingly
scheint,seems
gesehen,seen
seh,seh
seist,seist
ausgesucht,select
selbst,self
verkaufe,sell
senator,senator
schicken,send
senden,send
schickt,sends
señor,señor
sinn,sense
sinnlos,senseless
sinne,senses
schickte,sent
satz,sentence
verurteilt,sentenced
trennen,separate
einzelne,separate
september,September
serena,serena
sergeant,sergeant
serie,series
ernst,serious
schwere,serious
ernstes,serious
schweren,serious
ernsthaft,seriously
diener,servant
dienen,serve
dienst,service
wart,serviceable
gesetzt,set
abgemacht,settled
sieben,seven
mehrere,several
schwerer,severe
sex,sex
sexy,sexy
schatten,shadow
sollt,shall
sollst,shalt
schande,shame
shane,shane
form,shape
scharf,sharp
shaw,shaw
blatt,sheet
sheldon,sheldon
bord,shelf
sheriff,sheriff
sherlock,sherlock
shield,shield
schilde,shields
schiff,ship
schiffe,Ships
hemd,shirt
scheiß,shit
scheisse,Shit
schock,shock
schuh,shoe
schuhe,Shoes
schießen,shoot
erschießen,shoot dead
schießerei,shoot-out
schieß,shooting
schießt,shoots
einkaufen,shop
kurz,short
kurze,short
kurzen,short
erschossen,shot
schuss,shot
geschossen,shot
angeschossen,shot
schüsse,shots
soll,should
sollte,should
sollten,should
sollen,should
solltest,should
müsste,should
solltet,should
solle,should
schulter,shoulder
schultern,Shoulders
schau,show
zeig,show
show,show
zeige,show
zeigst,show
zeigte,showed
dusche,shower
gezeigt,shown
zeigt,shows
auftaucht,shows up
pst,shush
schließen,shut down
schüchtern,shy
steig,sidewalk
seufzt,sighs
anblick,sight
unterschreiben,sign
schild,sign
anzeichen,sign
signal,signal
unterschrift,signature
unterschrieben,signed
stille,silence
albern,silly
dumme,silly
dummes,silly
ähnlich,similar
simon,Simon
einfach,simple
gleichzeitig,simultaneously
sünde,sin
seit,since
seitdem,since
sing,sing
gesang,singing
einzige,single
einzigen,single
einziges,single
single,single
singt,sings
sünden,sins
schluck,sip
sir,sir
schwester,sister
schwestern,sisters
hinsetzen,sit down
situation,situation
sechs,six
große,size
größe,size
fähigkeiten,Skills
haut,skin
rock,skirt
schädel,skull
himmel,sky
knast,slammer
sklaven,slaves
schlafen,sleep
schlaf,sleep
schlafe,sleep
schläfst,sleep
geschlafen,slept
geschnitten,sliced
langsamer,slower
langsam,slowly
trage,sluggish
schlampe,slut
kleine,small
kleinen,small
kleines,small
klein,small
kleinigkeit,small thing
kleiner,smaller
klug,Smart
riechen,smell
riecht,smells
stinkt,smells bad
lächeln,smile
smith,smith
rauch,smoke
rauchen,smoke
glatt,smooth
sms,sms
schlange,Snake
schnapp,snap
schnappt,snaps
schnauze,snout
schnee,snow
so,so
also,so
bisher,so far
soweit,so far
soviel,so much
sozusagen,so to speak
schluchzt,sobs
fußball,Soccer
gesellschaft,society
socken,socks
sofa,sofa
weich,soft
verkauft,sold
soldat,soldier
soldaten,soldiers
lösung,solution
gelöst,solved
einige,some
manche,some
einiges,some
einigen,some
einig,Some
jemandem,somebody
irgendwie,somehow
jemand,someone
jemanden,someone
etwas,something
irgendwann,Sometime
manchmal,sometimes
irgendwo,somewhere
irgendwohin,somewhere
woanders,somewhere else
sohn,son
sohnes,son
hurensohn,son of a bitch
song,song
lied,song
söhne,sons
sonny,sonny
bald,soon
beruhigen,soothe
sophie,sophie
weh,sore
wunden,sore
kummer,sorrow
sorry,sorry
suchte,sought
seele,soul
seelen,souls
klingen,sound
klang,sound
klingt,sounds
geräusche,Sounds
ertönt,sounds
suppe,Soup
quelle,source
süden,south
raumschiff,spaceship
spanien,Spain
geredet,spake
spanisch,Spanish
sprechen,speak
spreche,speak
sprich,speak
sprichst,speak
spricht,speaks
besondere,special
special,special
besonderes,special
besonderen,special
arten,species
spezies,species
zuschauer,spectator
rede,speech
geschwindigkeit,speed
spencer,spencer
verbringen,spend
verbracht,spent
spielchen,spielchen
spock,spock
verderben,spoil
sprach,spoke
gesprochen,spoken
sport,Sports
fleck,spot
spring,spring
frühling,spring
spion,spy
quietschen,squeak
st.,st.
stabil,stable
personal,staff
bühne,stage
treppe,stairway
stan,stan
stehen,stand
steh,stand
aufstehen,stand up
stehst,standing
steht,stands
stanley,stanley
stern,star
star,star
sterne,Stars
fange,start
losgehen,start
starten,start
angefangen,started
begann,started
fing,started
beginnt,starts
aussage,statement
aussagen,statement
staaten,states
station,station
zustand,Status
bleiben,stay
bleibe,stay
bleibst,stay
hierbleiben,stay here
klauen,steal
stehlen,steal
steele,steele
stefan,Stefan
schritt,step
stufe,step
stephen,stephen
schritte,steps
steve,steve
steven,steven
stecken,stick
stich,Sting
stahl,stole
gestohlen,stolen
geklaut,Stolen
magen,stomach
stone,stone
stein,stone
steine,stones
standen,stood
halt,stop
aufhören,stop
aufhalten,stop
stopp,stop
anhalten,stop
aufzuhalten,stop
stop,stop
aufgehört,stopped
aufgehalten,stopped
geschichten,stories
sturm,Storm
story,story
seltsam,strange
merkwürdig,strange
fremden,strange
seltsame,strange
street,street
stärke,Strength
starke,Strength
starken,strengthen
stress,stress
streng,strict
stärker,stronger
stark,strongly
kampf,struggle
knopf,stud
schüler,student
studenten,students
studio,Studio
sachen,stuff
zeug,stuff
dumm,stupid
blöd,stupid
blöde,stupid
blöden,stupid
bescheuert,stupid
dummen,stupid
blöder,stupid
dämlich,stupid
stil,style
abgeben,submit
untertitel,subtitle
erfolg,success
erfolgreich,successfully
solche,such
solch,such
solchen,such a
nervt,sucks
plötzlich,suddenly
leid,suffering
leidet,suffers
zucker,sugar
schlage,suggest
vorschlag,suggestion
selbstmord,Suicide
anzug,suit
koffer,suitcase
fasse,summarize
sommer,summer
sonne,Sun
sonntag,Sunday
super,Super
superman,superman
unterstützung,support
unterstützen,support
unterstützt,supports
drück,suppressive
aufgetaucht,surfaced
operation,surgery
name,Surname
überraschung,surprise
überrascht,surprised
umgebung,Surroundings
überlebt,survived
susan,susan
verdächtigen,suspect
vermute,suspect
ahnen,suspect
verdacht,suspicion
verdächtige,suspicious
schwöre,swear
schwören,swear
schwör,swear
kehren,sweep
süß,sweet
süße,sweet
süßes,sweet
süßen,sweeten
schwimmen,swim
schalten,switch
wechseln,switch
schwert,sword
geschworen,sworn
sydney,sydney
symbol,symbol
beileid,sympathy
symptome,symptoms
system,system
t,t
tisch,table
tabletten,tablets
schwanz,tail
nimm,take
nehme,take
nimmst,take
mitnehmen,take
nehmt,take
fassen,take
ausruhen,take a rest
wegnehmen,take away
kümmere,take care
erledigen,take care of
übernehmen,take over
übernehme,take over
riskieren,take risk
nimmt,takes
kümmert,takes care
übernimmt,takes over
nehm,taking
talent,talent
reden,talk
gerede,talk
redest,talking about
redet,talks
panzer,tank
band,tape
tara,tare
ziel,target
aufgabe,task
aufgaben,tasks
geschmack,taste
schmecken,taste
gekostet,tasted
schmeckt,tastes
beigebracht,taught
steuer,tax
steuern,Taxes
taxi,taxi
taylor,taylor
tee,tea
beibringen,teach
lehrer,teacher
lehrerin,Teacher
team,team
mannschaft,team
teams,teams
reiß,tear
reißen,tear
tränen,tears
technik,technology
technologie,technology
ted,ted
teddy,teddy
teenager,teenager
zähne,teeth
erzählen,tell
erzähl,tell
erzähle,tell
erzählst,tell
verrate,tell
mitteilen,tell
erzählt,tells
muster,template
tempel,temple
tempo,tempo
zehn,ten
zelt,tent
begriff,term
gelände,terrain
schreckliche,terrible
schrecklichen,terrible
revier,territory
terroristen,terrorists
terry,terry
tess,tess
test,test
testament,testament
zeugen,testify
tests,Testing
testen,testing
texas,Texas
text,text
bedanken,thank
danke,Thank you
dankeschön,Thank-you
dank,thanks
thanksgiving,thanksgiving
dass,that
daß,that
jener,that
das,the
die,the
den,the
dem,the
the,the
atmosphäre,the atmosphere
derjenige,the one
diejenige,the one
dieselbe,the same
derselbe,the same
derselben,the same
dieselben,the same
selben,the same
denselben,the same
dasselbe,the same thing
theater,theatre
diebstahl,theft
ihr,their
ihren,their
ihrem,their
ihres,their
deren,their
lhre,Their
ihnen,them
thema,theme
dann,then
dahin,then
theorie,theory
therapie,therapy
da,there
dort,There
dabei,there
dorthin,there
existiert,there
gibts,there
dadurch,thereby
darum,therefore
deshalb,therefore
deswegen,therefore
daher,therefore
darauf,thereon
handelt,These
heutzutage,these days
sie,they
dick,thick
dicke,thickness
dieb,Thief
dünn,thin
sache,Thing
ding,thing
dinge,things
dingen,things; matters
denke,think
denken,think
denkst,think
glaubst,think
halte,think
glaub,think
haltet,think
nachdenken,think
überlege,think
denk,thinking
nachzudenken,thinking
denkt,thinks
dritte,third
dritten,third
durst,thirst
diese,this
dieser,this
dieses,this
diesen,this
diesem,this
dies,this
diesmal,this time
thomas,Thomas
gründlich,thoroughly
diejenigen,those
jene,those
zwar,though
dachte,thought
gedacht,thought
dachten,thought
glaubte,thought
gedanke,thought
dachtest,thought
nachgedacht,thought
gedanken,thoughts
tausend,thousand
tausende,thousands
bedrohung,threat
bedroht,threatened
drei,three
warf,threw
kehle,throat
thron,throne
durchs,through
werfen,throw
wirf,throw
geworfen,thrown
daumen,thumb
donnerstag,Thursday
krawatte,tie
tiger,tiger
tim,Tim
zeit,time
zeitpunkt,time
time,time
mal,times
zeiten,times
male,times
tina,tina
tipp,tip
müde,tired
reifen,tires
titel,title
tja,tja
zu,to
nach,to
bis,to
zur,to
dazu,to
to,to
einstellen,to adjust
entschuldigen,to apologize
verhaften,to arrest
versuchen,to attempt
sichern,to back up
baden,to bathe
anfangen,to begin
atmen,to breathe
bauen,to build
begraben,to bury
kaufen,to buy
sorgen,to care
fangen,to catch
feiern,to celebrate
ändern,to change
unterhalten,to chat
bestätigen,to confirm
kontaktieren,to contact
überzeugen,to convince
schneiden,to cut
tanzen,to dance
tauschen,To deceive
täuschen,To deceive
zerstören,to destroy
sterben,to die
diskutieren,to discuss
stören,to disturb
tun,to do
verdienen,to earn
leeren,to empty
begegnen,to encounter
betreten,to enter
erklären,to explain
versagen,to fail
fürchten,to fear
holen,to fetch
füllen,to fill
feuern,to fire
fliegen,to fly
zwingen,to force
vergessen,to forget
befreien,to free
bekommen,to get
besorgen,to get
kennenlernen,to get to know
aufgeben,to give up
greifen,to grab
grüßen,to greet
wachsen,to grow
übergeben,to hand over
hassen,to hate
haben,to have
ehren,to honor
hoffen,to hope
jagen,to hunt
ignorieren,to ignore
informieren,to inform
behalten,to keep
führen,to lead
fuhren,to lead
lassen,to let
heben,to lift
mögen,to like
zuhören,to listen
verlieren,to lose
treffen,to meet
anbieten,to offer
öffnen,to open
bestellen,to order
malen,to paint
pinkeln,to pee
telefonieren,to phone
planen,to plan
üben,to practice
vorbereiten,to prepare
drücken,to press
beschützen,to protect
beweisen,to prove
erreichen,to reach
bereuen,to regret
wiederholen,to repeat
berichten,to report
zurückkehren,to return
laufen,to run
opfern,to sacrifice
verkaufen,to sell
duschen,to shower
singen,to sing
sitzen,to sit
lösen,to solve
verhungern,to starve
treten,to step
stoppen,to stop
spazieren,to stroll
studieren,to study
leiden,To suffer
überraschen,to surprise
überleben,to survive
nehmen,to take
kümmern,To take care of
danken,to thank
zum,to the
denen,to those
reisen,to travel
behandeln,to treat
benutzen,to use
warnen,to warn
waschen,to wash
anzusehen,to watch
wünschen,to wish
dir,to you
euch,to you
toast,toast
toby,toby
heute,today
heut,today
heutigen,today
todd,todd
zusammen,together
miteinander,together
gemeinsam,together
toilette,Toilet
gesagt,told
sagtest,told
erzählte,told
vertragen,tolerate
tom,tom
tommy,tommy
morgen,tomorrow
zunge,tongue
tony,tony
allzu,too
zuviel,too much
genommen,took
nahm,took
mitgenommen,took
nahmen,took
zahn,tooth
spitze,top
dach,"top, roof"
total,total
summe,total
anfassen,touch
berühren,touch
berührt,touched
harten,tough
turm,tower
spielzeug,toy
spuren,traces
spur,track
verfolgt,tracked
tracy,tracy
handel,trade
tradition,tradition
verkehr,traffic
tragödie,tragedy
zug,train
bahn,train
trainiert,trained
trainer,Trainer
training,training
ausbildung,training
verräter,traitor
übertragen,transfer
verwandeln,transform
verwandelt,transformed
setz,translated
übersetzt,translated
übersetzung,translation
reise,travel
travis,travis
verrat,Treason
schatz,treasure
behandelt,treated
behandlung,treatment
baum,tree
bäume,trees
trick,trick
reingelegt,tricked
tricks,tricks
probiert,tried
versuchten,tried
versuchte,tried
versucht,tries
versuche,tries
ausgelöst,triggered
löst,triggers
tour,trip
truppen,troops
truppe,troops
ärger,trouble
schwierigkeiten,trouble
hose,trousers
troy,troy
truck,truck
wahr,true
kofferraum,trunk
vertrauen,trust
trauen,trust
vertraue,trust
vertrau,trust
traue,trust
vertraust,trust
wahrheit,truth
probieren,try
probier,try
versuchst,try
tu,tu
dienstag,Tuesday
dran,tuned
tunnel,tunnel
wenden,turn
umdrehen,turn around
ausmachen,turn off
ausschalten,turn off
gedreht,turned
fernseher,TV
tv,tv
zwölf,twelve
zweimal,twice
zwillinge,Twins
dreh,twist
zwei,two
tyler,tyler
typ,Type
typen,types
typisch,typical
hässlich,ugly
uh,uh
äh,um
ähm,um
onkel,uncle
bewusstlos,unconscious
ohnmächtig,unconscious
unter,under
durchgemacht,undergone
verstehe,understand
verstehen,understand
verstehst,understand
versteh,understand
begreifen,understand
verstand,understanding
verständnis,understanding
verstanden,Understood
versteht,understood
unterwäsche,underwear
unfair,unfair
leider,Unfortunately
unglücklich,unhappy
uniform,uniform
unwichtig,unimportant
einheit,unit
vereinigten,united
einheiten,units
universum,universe
uni,University
universität,university
unangenehm,unpleasant
ungewöhnlich,unusual
rauf,up
wahren,uphold
verärgert,upset
dringend,urgent
uns,us
usa,USA
nutzen,use
gebrauchen,use
verwenden,use
benutze,use
benutzt,used
gewöhnt,used
gewohnt,used
verwendet,used
eingesetzt,used
nützlich,useful
nutzlos,useless
nutzt,uses
übliche,usual
normalerweise,usually
gewöhnlich,usually
überleg,überleg
urlaub,vacation
ferien,vacation
tal,valley
wert,value
werte,values
klappen,Valves
vampir,vampire
vampire,vampire
van,van
vanessa,vanessa
verschiedene,various
vegas,Vegas
gemüse,vegetables
fahrzeug,vehicle
verarscht,verarscht
verlass,verlass
verpiss,verpiss
version,version
sehr,very
vielmals,very much
bestens,very well
vic,vic
stell,Vice
laster,vice
opfer,Victim
opfers,victim
victor,victor
victoria,victoria
sieg,victory
video,Video
blick,view
sicht,view
aussicht,view
angesehen,viewed
villa,villa
dorf,Village
vince,vince
vincent,vincent
verletzen,violate
verletzungen,violations
gewalt,violence
heftig,violently
jungfrau,Virgin
virginia,Virginia
virus,virus
vision,vision
besuch,visit
besuchen,visit
besucht,visited
besucher,visitors
wodka,vodka
stimme,voice
ton,volume
lauter,volume up
freiwillig,voluntary
lohn,wage
lhnen,wages sent
warte,wait
abwarten,wait
gewartet,waited
warten,waiting
wartet,waiting
wartest,waiting
aufwachen,wake up
wecken,wake up
spaziergang,walk
weggehen,walk away
walker,walker
wand,wall
mauer,Wall
brieftasche,wallet
wände,walls
walt,walt
walter,walter
walton,walton
wichser,wanker
will,want
willst,want
wollen,want
wollt,want
möchtest,want
wollte,wanted
wolltest,wanted
gewollt,wanted
wolltet,wanted
wollten,wanted to
krieg,war
lager,warehouse
warm,warm
herzlichen,warm
herzlich,warmly
gewarnt,warned
warnung,warning
warne,warning
warren,warren
krieger,warrior
kriege,wars
war,was
ließ,was
lag,was
hieß,was called
stand,was standing
wartete,was waiting
washington,Washington
wurdest,wast
verschwenden,waste
schauen,watch
wachen,watch
zusehen,watch
aufpassen,watch out
aufgepasst,watch out
fernsehen,watch TV
wasser,water
watson,watson
ausweg,way out
wayne,wayne
wege,ways
wir,we
we,we
schwach,weak
schwäche,weakness
schätze,wealth
waffe,weapon
waffen,weapons
trägst,wear
trägt,wearing
wetter,Weather
hochzeit,wedding
mittwoch,Wednesday
woche,week
wochenende,weekend
wochen,weeks
weint,weeps
gewicht,Weight
willkommen,welcome
begrüßen,welcome
gut,Well
wohl,well
naja,well
brav,well-behaved
wendy,wendy
ging,went
gegangen,went
gingen,went
ausgegangen,went out
waren,were
warst,were
wurden,were
westen,west
west,west
nass,wet
was,What
welch,what
what,what
schade,what a shame
wozu,what for
rad,wheel
als,when
wann,when
wo,Where
wohin,where
welchem,wherein
worauf,whereupon
welche,Which
welches,which
welchen,which
wonach,which
welcher,which one
während,while
weile,while
whiskey,whiskey
whisky,whiskey
flüstert,whispers
pfeift,whistles
weiß,White
weiss,White
weißen,white
weiße,white
white,white
weißer,white
wer,who
whoa,whoa
ganze,whole
ganzes,whole
wen,whom
wem,whom
hure,whore
dessen,whose
wessen,whose
warum,Why
weshalb,why
weswegen,why
witwe,widow
ehefrau,wife
wild,wild
wilde,wild
wilden,wild
werden,will
werde,will
wirst,will
werdet,will
wille,will
william,william
williams,williams
willie,willie
wilson,Wilson
gewinnen,win
gewinne,win
wind,wind
fenster,window
wein,Wine
flügel,wing
gewinner,winner
sieger,winner
gewinnt,winning
winter,winter
funk,Wireless
weise,wise
wünschte,wish
wunsch,wish
wünscht,wishes
wünsche,Wishes
hexe,witch
hexen,witches
mit,With
with,with
gerne,with pleasure
innerhalb,within
ohne,without
zeuge,witness
zauberer,wizard
aufgewacht,woke up
wolf,wolf
weib,woman
frauen,women
gewonnen,won
wunder,wonder
wunderbar,wonderful
wundervoll,wonderful
wunderbare,wonderful
holz,Wood
wolle,wool
wort,word
wörter,words
trug,wore
arbeiten,work
arbeitest,work
trainieren,work out
zusammenarbeiten,work together
gearbeitet,worked
arbeitete,worked
arbeiter,worker
arbeite,working
funktioniert,works
werkstatt,Workshop
welt,world
welten,worlds
beunruhigt,worried
sorge,worry
schlimmer,worse
schlechter,worse
schlimmeres,worse
schlimmste,worst
schlimmsten,worst
worte,worte
lohnt,worth
würde,would
wäre,would
würden,would
würdest,would
wären,would
wär,would
gäbe,would
würdet,would
würd,would
ginge,would
ware,would
käme,would
müssten,would
hatte,would have
hätte,would have
hättet,would have
müsstest,would have
möchten,would like
möchte,would like to
mochte,would like to
wunde,wound
wow,Wow
schreiben,write
schreibe,write
schreib,write
schreibst,write
schreibt,writes
schreibtisch,writing desk
geschrieben,written
unrecht,wrong
geirrt,wrong
schrieb,wrote
x,x
yeah,yeah
jahr,year
jahres,year
jahre,years
jahren,years
brüllt,yells
ja,Yes
jawohl,Yes
gestern,yesterday
noch,yet
dennoch,yet
ergeben,yield
yo,yo
york,York
du,you
dich,you
man,you
you,you
gehts,you go
hattet,you had
bitte,You're welcome
jung,young
fräulein,young lady
junger,younger
jünger,younger
ihre,your
dein,your
deinen,your
deinem,your
eure,your
euer,your
euren,your
eurem,your
deine,yours
deiner,yours
deines,yours
deins,yours
eures,yours
eurer,yours
sich,yourself
jugend,youth
null,zero
zoe,zoe
zone,Zone